Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
5A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	1	0	0	3	8579.9	0.00018967
5A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.849294	0	0.0859511	0.0647546	72	477885	0.00227377
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.108714	0	0.14405	0.747236	68	171981	0.00103663
5A	Multi-Family with 2 - 4 Units	None	1980-99	0.108714	0	0.14405	0.747236	68	171981	2.17E-05
5A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	1	0	0	3	8579.9	0.000708973
5A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.849294	0	0.0859511	0.0647546	72	477885	0.00544881
5A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
5A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.108714	0	0.14405	0.747236	68	171981	0.00301238
5A	Multi-Family with 5+ Units	None	1980-99	0.108714	0	0.14405	0.747236	68	171981	0.00011186
5A	Single-Family Attached	Ducted Heat Pump	1980-99	0	1	0	0	14	84565.7	0.000135408
5A	Single-Family Attached	Ducted Heating	1980-99	0.87539	0	0.0633214	0.0612886	240	1.35E+06	0.00287205
5A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
5A	Single-Family Attached	Non-Ducted Heating	1980-99	0.356001	0	0.208892	0.435107	89	167238	0.00103075
5A	Single-Family Attached	None	1980-99	0.356001	0	0.208892	0.435107	89	167238	1.06E-05
5A	Single-Family Detached	Ducted Heat Pump	1980-99	0	1	0	0	14	84565.7	0.000629788
5A	Single-Family Detached	Ducted Heating	1980-99	0.87539	0	0.0633214	0.0612886	240	1.35E+06	0.019464
5A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
5A	Single-Family Detached	Non-Ducted Heating	1980-99	0.356001	0	0.208892	0.435107	89	167238	0.00613223
5A	Single-Family Detached	None	1980-99	0.356001	0	0.208892	0.435107	89	167238	5.68E-05
5A	Mobile Home	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0.000147143
5A	Mobile Home	Ducted Heating	2000-09	1	0	0	0	2	25240.6	0.000667837
5A	Mobile Home	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
5A	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	0.000103447
5A	Mobile Home	None	2000-09	0.333333	0	0.333333	0.333333	0	0	3.84E-06
5A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	1	0	0	4	20113.3	0.000190924
5A	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.944866	0	0	0.0551343	23	52760.8	0.000734964
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.268718	0	0.211001	0.520281	13	17191.1	0.000120262
5A	Multi-Family with 2 - 4 Units	None	2000-09	0.268718	0	0.211001	0.520281	13	17191.1	5.52E-06
5A	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	1	0	0	4	20113.3	0.00100755
5A	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.944866	0	0	0.0551343	23	52760.8	0.00216096
5A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
5A	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.268718	0	0.211001	0.520281	13	17191.1	0.000452367
5A	Multi-Family with 5+ Units	None	2000-09	0.268718	0	0.211001	0.520281	13	17191.1	3.16E-05
5A	Single-Family Attached	Ducted Heat Pump	2000-09	0	1	0	0	12	44963.9	0.000222658
5A	Single-Family Attached	Ducted Heating	2000-09	0.928403	0	0.0354739	0.0361231	121	343319	0.00184543
5A	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
5A	Single-Family Attached	Non-Ducted Heating	2000-09	0.384954	0	0.21281	0.402236	19	14136.1	0.000245136
5A	Single-Family Attached	None	2000-09	0.384954	0	0.21281	0.402236	19	14136.1	4.81E-06
5A	Single-Family Detached	Ducted Heat Pump	2000-09	0	1	0	0	12	44963.9	0.0012416
5A	Single-Family Detached	Ducted Heating	2000-09	0.928403	0	0.0354739	0.0361231	121	343319	0.0104439
5A	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
5A	Single-Family Detached	Non-Ducted Heating	2000-09	0.384954	0	0.21281	0.402236	19	14136.1	0.00138321
5A	Single-Family Detached	None	2000-09	0.384954	0	0.21281	0.402236	19	14136.1	4.03E-05
5A	Mobile Home	Ducted Heat Pump	2010s	0	1	0	0	0	0	6.14E-05
5A	Mobile Home	Ducted Heating	2010s	1	0	0	0	2	25240.6	0.00022711
5A	Mobile Home	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
5A	Mobile Home	Non-Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	3.77E-05
5A	Mobile Home	None	2010s	0.333333	0	0.333333	0.333333	0	0	3.74E-06
5A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	1	0	0	4	20113.3	9.70E-05
5A	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.944866	0	0	0.0551343	23	52760.8	0.00029764
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.268718	0	0.211001	0.520281	13	17191.1	5.31E-05
5A	Multi-Family with 2 - 4 Units	None	2010s	0.268718	0	0.211001	0.520281	13	17191.1	2.19E-06
5A	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	1	0	0	4	20113.3	0.000690099
5A	Multi-Family with 5+ Units	Ducted Heating	2010s	0.944866	0	0	0.0551343	23	52760.8	0.00110909
5A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
5A	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.268718	0	0.211001	0.520281	13	17191.1	0.000270466
5A	Multi-Family with 5+ Units	None	2010s	0.268718	0	0.211001	0.520281	13	17191.1	1.88E-05
5A	Single-Family Attached	Ducted Heat Pump	2010s	0	1	0	0	12	44963.9	8.38E-05
5A	Single-Family Attached	Ducted Heating	2010s	0.928403	0	0.0354739	0.0361231	121	343319	0.000484389
5A	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
5A	Single-Family Attached	Non-Ducted Heating	2010s	0.384954	0	0.21281	0.402236	19	14136.1	7.00E-05
5A	Single-Family Attached	None	2010s	0.384954	0	0.21281	0.402236	19	14136.1	5.67E-07
5A	Single-Family Detached	Ducted Heat Pump	2010s	0	1	0	0	12	44963.9	0.000434547
5A	Single-Family Detached	Ducted Heating	2010s	0.928403	0	0.0354739	0.0361231	121	343319	0.0027867
5A	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
5A	Single-Family Detached	Non-Ducted Heating	2010s	0.384954	0	0.21281	0.402236	19	14136.1	0.000391933
5A	Single-Family Detached	None	2010s	0.384954	0	0.21281	0.402236	19	14136.1	2.32E-05
5A	Mobile Home	Ducted Heat Pump	<1940	0	1	0	0	0	0	2.44E-06
5A	Mobile Home	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	4.43E-05
5A	Mobile Home	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5A	Mobile Home	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	4.11E-05
5A	Mobile Home	None	<1940	0.333333	0	0.333333	0.333333	0	0	1.21E-05
5A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	1	0	0	1	2032.91	0.000193413
5A	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.314347	0	0.285475	0.400177	55	319744	0.00563261
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.0204041	0	0.401157	0.578438	135	321150	0.00488594
5A	Multi-Family with 2 - 4 Units	None	<1940	0.0204041	0	0.401157	0.578438	135	321150	3.75E-05
5A	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	1	0	0	1	2032.91	0.000266337
5A	Multi-Family with 5+ Units	Ducted Heating	<1940	0.314347	0	0.285475	0.400177	55	319744	0.00249085
5A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5A	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.0204041	0	0.401157	0.578438	135	321150	0.00268023
5A	Multi-Family with 5+ Units	None	<1940	0.0204041	0	0.401157	0.578438	135	321150	0.000118133
5A	Single-Family Attached	Ducted Heat Pump	<1940	0	1	0	0	5	30873.8	4.12E-05
5A	Single-Family Attached	Ducted Heating	<1940	0.452004	0	0.178232	0.369764	228	1.24E+06	0.00132195
5A	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5A	Single-Family Attached	Non-Ducted Heating	<1940	0.135745	0	0.213615	0.65064	148	334557	0.00113458
5A	Single-Family Attached	None	<1940	0.135745	0	0.213615	0.65064	148	334557	5.12E-06
5A	Single-Family Detached	Ducted Heat Pump	<1940	0	1	0	0	5	30873.8	0.000316882
5A	Single-Family Detached	Ducted Heating	<1940	0.452004	0	0.178232	0.369764	228	1.24E+06	0.0172682
5A	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5A	Single-Family Detached	Non-Ducted Heating	<1940	0.135745	0	0.213615	0.65064	148	334557	0.0141858
5A	Single-Family Detached	None	<1940	0.135745	0	0.213615	0.65064	148	334557	6.73E-05
5B	Mobile Home	Ducted Heat Pump	1940-59	0	1	0	0	0	0	6.55E-06
5B	Mobile Home	Ducted Heating	1940-59	0	0	0	1	1	16873.1	2.21E-05
5B	Mobile Home	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
5B	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	1.63E-05
5B	Mobile Home	None	1940-59	0.333333	0	0.333333	0.333333	0	0	3.32E-07
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	2.97E-05
5B	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.232631	0	0.450666	0.316703	3	11962.2	0.00012097
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0	0	0	1	2	6021.3	0.00010051
5B	Multi-Family with 2 - 4 Units	None	1940-59	0	0	0	1	2	6021.3	5.87E-07
5B	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	5.95E-05
5B	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.232631	0	0.450666	0.316703	3	11962.2	0.000127969
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
5B	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0	0	0	1	2	6021.3	0.000127288
5B	Multi-Family with 5+ Units	None	1940-59	0	0	0	1	2	6021.3	7.54E-06
5B	Single-Family Attached	Ducted Heat Pump	1940-59	0	1	0	0	1	17758.5	1.52E-05
5B	Single-Family Attached	Ducted Heating	1940-59	0	0	0.875991	0.124009	21	103044	6.51E-05
5B	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
5B	Single-Family Attached	Non-Ducted Heating	1940-59	0.0950082	0	0.493517	0.411474	12	28750.3	5.14E-05
5B	Single-Family Attached	None	1940-59	0.0950082	0	0.493517	0.411474	12	28750.3	9.43E-07
5B	Single-Family Detached	Ducted Heat Pump	1940-59	0	1	0	0	1	17758.5	0.000242298
5B	Single-Family Detached	Ducted Heating	1940-59	0	0	0.875991	0.124009	21	103044	0.00191892
5B	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
5B	Single-Family Detached	Non-Ducted Heating	1940-59	0.0950082	0	0.493517	0.411474	12	28750.3	0.00127527
5B	Single-Family Detached	None	1940-59	0.0950082	0	0.493517	0.411474	12	28750.3	6.51E-06
5B	Mobile Home	Ducted Heat Pump	1960-79	0	1	0	0	1	10033.2	1.21E-05
5B	Mobile Home	Ducted Heating	1960-79	0.265864	0	0.346554	0.387582	10	87158.8	0.000670332
5B	Mobile Home	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
5B	Mobile Home	Non-Ducted Heating	1960-79	0	0	0.758591	0.241409	3	25999.1	0.000269802
5B	Mobile Home	None	1960-79	0	0	0.758591	0.241409	3	25999.1	2.20E-06
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0	1	0	0	0	0	9.11E-06
5B	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.501097	0	0.4001	0.0988026	17	57850	0.000444982
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0	0	0.485401	0.514599	13	29878.7	0.000245655
5B	Multi-Family with 2 - 4 Units	None	1960-79	0	0	0.485401	0.514599	13	29878.7	5.28E-06
5B	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0	1	0	0	0	0	2.69E-05
5B	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.501097	0	0.4001	0.0988026	17	57850	0.00106647
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
5B	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0	0	0.485401	0.514599	13	29878.7	0.000673633
5B	Multi-Family with 5+ Units	None	1960-79	0	0	0.485401	0.514599	13	29878.7	2.79E-05
5B	Single-Family Attached	Ducted Heat Pump	1960-79	0	1	0	0	0	0	4.61E-06
5B	Single-Family Attached	Ducted Heating	1960-79	0.406512	0	0.48898	0.104508	90	310946	0.000320831
5B	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
5B	Single-Family Attached	Non-Ducted Heating	1960-79	0.048341	0	0.829034	0.122625	21	31290.2	0.000130708
5B	Single-Family Attached	None	1960-79	0.048341	0	0.829034	0.122625	21	31290.2	5.27E-07
5B	Single-Family Detached	Ducted Heat Pump	1960-79	0	1	0	0	0	0	3.76E-05
5B	Single-Family Detached	Ducted Heating	1960-79	0.406512	0	0.48898	0.104508	90	310946	0.0043409
5B	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
5B	Single-Family Detached	Non-Ducted Heating	1960-79	0.048341	0	0.829034	0.122625	21	31290.2	0.00157615
5B	Single-Family Detached	None	1960-79	0.048341	0	0.829034	0.122625	21	31290.2	9.33E-06
5B	Mobile Home	Ducted Heat Pump	1980-99	0	1	0	0	0	0	5.23E-05
5B	Mobile Home	Ducted Heating	1980-99	0.130056	0	0.622828	0.247116	16	164195	0.00101217
5B	Mobile Home	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
5B	Mobile Home	Non-Ducted Heating	1980-99	0.333333	0	0.333333	0.333333	0	0	0.000270378
5B	Mobile Home	None	1980-99	0.333333	0	0.333333	0.333333	0	0	8.01E-06
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	1	0	0	0	0	2.63E-05
5B	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.746944	0	0.0682482	0.184808	30	131043	0.000504126
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0	0	0.159946	0.840054	5	8073.59	0.0001449
5B	Multi-Family with 2 - 4 Units	None	1980-99	0	0	0.159946	0.840054	5	8073.59	2.84E-06
5B	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	1	0	0	0	0	9.37E-05
5B	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.746944	0	0.0682482	0.184808	30	131043	0.00145467
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
5B	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0	0	0.159946	0.840054	5	8073.59	0.000443099
5B	Multi-Family with 5+ Units	None	1980-99	0	0	0.159946	0.840054	5	8073.59	2.06E-05
5B	Single-Family Attached	Ducted Heat Pump	1980-99	0	1	0	0	2	8749.78	1.50E-05
5B	Single-Family Attached	Ducted Heating	1980-99	0.643647	0	0.319954	0.0363989	98	369632	0.000528174
5B	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
5B	Single-Family Attached	Non-Ducted Heating	1980-99	0.198394	0	0.471529	0.330077	22	58087.4	0.000128073
5B	Single-Family Attached	None	1980-99	0.198394	0	0.471529	0.330077	22	58087.4	1.38E-06
5B	Single-Family Detached	Ducted Heat Pump	1980-99	0	1	0	0	2	8749.78	0.000147804
5B	Single-Family Detached	Ducted Heating	1980-99	0.643647	0	0.319954	0.0363989	98	369632	0.00563406
5B	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
5B	Single-Family Detached	Non-Ducted Heating	1980-99	0.198394	0	0.471529	0.330077	22	58087.4	0.00129065
5B	Single-Family Detached	None	1980-99	0.198394	0	0.471529	0.330077	22	58087.4	1.31E-05
5B	Mobile Home	Ducted Heat Pump	2000-09	0	1	0	0	1	18630.7	7.99E-05
5B	Mobile Home	Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	0.000242008
5B	Mobile Home	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
5B	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	2.01E-05
5B	Mobile Home	None	2000-09	0.333333	0	0.333333	0.333333	0	0	1.30E-06
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	1	0	0	0	0	7.16E-05
5B	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.844325	0	0.155675	0	5	6720.54	0.00015737
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	1.20E-05
5B	Multi-Family with 2 - 4 Units	None	2000-09	0.333333	0	0.333333	0.333333	0	0	4.22E-07
5B	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0.00029258
5B	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.844325	0	0.155675	0	5	6720.54	0.000614794
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
5B	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	4.64E-05
5B	Multi-Family with 5+ Units	None	2000-09	0.333333	0	0.333333	0.333333	0	0	4.29E-06
5B	Single-Family Attached	Ducted Heat Pump	2000-09	0	1	0	0	4	9951.98	7.16E-05
5B	Single-Family Attached	Ducted Heating	2000-09	0.923575	0	0.0764252	0	55	117240	0.000374894
5B	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
5B	Single-Family Attached	Non-Ducted Heating	2000-09	0	0	1	0	2	5701.99	3.38E-05
5B	Single-Family Attached	None	2000-09	0	0	1	0	2	5701.99	8.52E-07
5B	Single-Family Detached	Ducted Heat Pump	2000-09	0	1	0	0	4	9951.98	0.000594677
5B	Single-Family Detached	Ducted Heating	2000-09	0.923575	0	0.0764252	0	55	117240	0.00378853
5B	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
5B	Single-Family Detached	Non-Ducted Heating	2000-09	0	0	1	0	2	5701.99	0.000348232
5B	Single-Family Detached	None	2000-09	0	0	1	0	2	5701.99	5.90E-06
5B	Mobile Home	Ducted Heat Pump	2010s	0	1	0	0	1	18630.7	2.35E-05
5B	Mobile Home	Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	6.82E-05
5B	Mobile Home	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
5B	Mobile Home	Non-Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	5.61E-06
5B	Mobile Home	None	2010s	0.333333	0	0.333333	0.333333	0	0	1.97E-07
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	1	0	0	0	0	2.93E-05
5B	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.844325	0	0.155675	0	5	6720.54	6.01E-05
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	4.50E-06
5B	Multi-Family with 2 - 4 Units	None	2010s	0.333333	0	0.333333	0.333333	0	0	2.59E-07
5B	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	1	0	0	0	0	0.000240135
5B	Multi-Family with 5+ Units	Ducted Heating	2010s	0.844325	0	0.155675	0	5	6720.54	0.00042623
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
5B	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	3.02E-05
5B	Multi-Family with 5+ Units	None	2010s	0.333333	0	0.333333	0.333333	0	0	7.31E-06
5B	Single-Family Attached	Ducted Heat Pump	2010s	0	1	0	0	4	9951.98	2.84E-05
5B	Single-Family Attached	Ducted Heating	2010s	0.923575	0	0.0764252	0	55	117240	0.000143056
5B	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
5B	Single-Family Attached	Non-Ducted Heating	2010s	0	0	1	0	2	5701.99	1.28E-05
5B	Single-Family Attached	None	2010s	0	0	1	0	2	5701.99	2.70E-07
5B	Single-Family Detached	Ducted Heat Pump	2010s	0	1	0	0	4	9951.98	0.000203857
5B	Single-Family Detached	Ducted Heating	2010s	0.923575	0	0.0764252	0	55	117240	0.00120645
5B	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
5B	Single-Family Detached	Non-Ducted Heating	2010s	0	0	1	0	2	5701.99	0.000110144
5B	Single-Family Detached	None	2010s	0	0	1	0	2	5701.99	3.14E-06
5B	Mobile Home	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5B	Mobile Home	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	9.96E-06
5B	Mobile Home	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5B	Mobile Home	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	6.50E-06
5B	Mobile Home	None	<1940	0.333333	0	0.333333	0.333333	0	0	4.18E-06
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5B	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0	0	1	0	1	4633.17	0.000111766
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	9.73E-05
5B	Multi-Family with 2 - 4 Units	None	<1940	0.333333	0	0.333333	0.333333	0	0	1.34E-06
5B	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5B	Multi-Family with 5+ Units	Ducted Heating	<1940	0	0	1	0	1	4633.17	0.000120593
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5B	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	0.000144394
5B	Multi-Family with 5+ Units	None	<1940	0.333333	0	0.333333	0.333333	0	0	9.98E-06
5B	Single-Family Attached	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5B	Single-Family Attached	Ducted Heating	<1940	0.214776	0	0.570471	0.214753	23	118101	5.30E-05
5B	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5B	Single-Family Attached	Non-Ducted Heating	<1940	0	0	0.488871	0.511129	6	20151.4	3.69E-05
5B	Single-Family Attached	None	<1940	0	0	0.488871	0.511129	6	20151.4	3.31E-07
5B	Single-Family Detached	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5B	Single-Family Detached	Ducted Heating	<1940	0.214776	0	0.570471	0.214753	23	118101	0.00153258
5B	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
5B	Single-Family Detached	Non-Ducted Heating	<1940	0	0	0.488871	0.511129	6	20151.4	0.000770227
5B	Single-Family Detached	None	<1940	0	0	0.488871	0.511129	6	20151.4	6.24E-06
6A	Mobile Home	Ducted Heat Pump	1940-59	0	1	0	0	0	0	8.69E-07
6A	Mobile Home	Ducted Heating	1940-59	0	0	1	0	1	7378.98	4.88E-05
6A	Mobile Home	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
6A	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	1.79E-05
6A	Mobile Home	None	1940-59	0.333333	0	0.333333	0.333333	0	0	1.05E-06
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	2.12E-05
6A	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.20767	0	0.45804	0.33429	10	42927.5	0.000511619
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0	0	0.243967	0.756033	7	11640.9	0.000244292
6A	Multi-Family with 2 - 4 Units	None	1940-59	0	0	0.243967	0.756033	7	11640.9	4.81E-06
6A	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	3.22E-05
6A	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.20767	0	0.45804	0.33429	10	42927.5	0.000373794
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
6A	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0	0	0.243967	0.756033	7	11640.9	0.000229928
6A	Multi-Family with 5+ Units	None	1940-59	0	0	0.243967	0.756033	7	11640.9	1.56E-05
6A	Single-Family Attached	Ducted Heat Pump	1940-59	0	1	0	0	2	6615.57	3.40E-06
6A	Single-Family Attached	Ducted Heating	1940-59	0.522328	0	0.298171	0.179501	108	337235	0.00011671
6A	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
6A	Single-Family Attached	Non-Ducted Heating	1940-59	0.155557	0	0.330426	0.514017	31	60469.6	5.05E-05
6A	Single-Family Attached	None	1940-59	0.155557	0	0.330426	0.514017	31	60469.6	5.60E-07
6A	Single-Family Detached	Ducted Heat Pump	1940-59	0	1	0	0	2	6615.57	7.69E-05
6A	Single-Family Detached	Ducted Heating	1940-59	0.522328	0	0.298171	0.179501	108	337235	0.00530301
6A	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
